,model,layer,representation,same_relation_group_rdm_corr,same_relation_group_rdm_std,same_head_rdm_corr,same_head_rdm_std,same_modifier_rdm_corr,same_modifier_rdm_std
0,openai-community/gpt2,1,final_word,0.12780193008453872,0.5357238094391549,,,,
1,openai-community/gpt2,1,final_word,0.12780193008453872,0.5357238094391549,0.022360679774997904,0.5255156198122626,,
2,openai-community/gpt2,1,final_word,0.12780193008453872,0.5357238094391549,0.022360679774997904,0.5255156198122626,0.054772255750516585,0.5326036675302439
3,openai-community/gpt2,2,final_word,0.10041580220928044,0.5322123636294067,,,,
4,openai-community/gpt2,2,final_word,0.10041580220928044,0.5322123636294067,0.034839687800257604,0.5516717789678353,,
5,openai-community/gpt2,2,final_word,0.10041580220928044,0.5322123636294067,0.034839687800257604,0.5516717789678353,0.155188057959797,0.5895619843013398
6,openai-community/gpt2,3,final_word,0.2647325694608302,0.547646479644183,,,,
7,openai-community/gpt2,3,final_word,0.2647325694608302,0.547646479644183,0.06557611440902282,0.5503834985182939,,
8,openai-community/gpt2,3,final_word,0.2647325694608302,0.547646479644183,0.06557611440902282,0.5503834985182939,0.027386127875258293,0.5485587176106734
9,openai-community/gpt2,4,final_word,0.36514837167011066,0.5307227776030218,,,,
10,openai-community/gpt2,4,final_word,0.36514837167011066,0.5307227776030218,0.0016751493667534645,0.5451783342144304,,
11,openai-community/gpt2,4,final_word,0.36514837167011066,0.5307227776030218,0.0016751493667534645,0.5451783342144304,0.018257418583505537,0.5489383693397039
12,openai-community/gpt2,5,final_word,0.40166320883712175,0.47993055053135886,,,,
13,openai-community/gpt2,5,final_word,0.40166320883712175,0.47993055053135886,-0.0074535599249993005,0.5948389137685371,,
14,openai-community/gpt2,5,final_word,0.40166320883712175,0.47993055053135886,-0.0074535599249993005,0.5948389137685371,0.06390096504226936,0.539366912840106
15,openai-community/gpt2,6,final_word,0.39253449954536895,0.4519402615390666,,,,
16,openai-community/gpt2,6,final_word,0.39253449954536895,0.4519402615390666,-0.05309710638376314,0.5840116318897767,,
17,openai-community/gpt2,6,final_word,0.39253449954536895,0.4519402615390666,-0.05309710638376314,0.5840116318897767,0.06390096504226936,0.5738031021177908
18,openai-community/gpt2,7,final_word,0.37427708096186346,0.4863983278480028,,,,
19,openai-community/gpt2,7,final_word,0.37427708096186346,0.4863983278480028,-0.07256858087963812,0.572043530746669,,
20,openai-community/gpt2,7,final_word,0.37427708096186346,0.4863983278480028,-0.07256858087963812,0.572043530746669,0.05933661039639297,0.5633049795625811
21,openai-community/gpt2,8,final_word,0.43817804600413285,0.46690470119714994,,,,
22,openai-community/gpt2,8,final_word,0.43817804600413285,0.46690470119714994,-0.09995470875489643,0.5484910113493722,,
23,openai-community/gpt2,8,final_word,0.43817804600413285,0.46690470119714994,-0.09995470875489643,0.5484910113493722,0.06846531968814576,0.5592964330299272
24,openai-community/gpt2,9,final_word,0.4199206274206272,0.47116875957558974,,,,
25,openai-community/gpt2,9,final_word,0.4199206274206272,0.47116875957558974,-0.07256858087963812,0.50222883337092,,
26,openai-community/gpt2,9,final_word,0.4199206274206272,0.47116875957558974,-0.07256858087963812,0.50222883337092,0.06846531968814576,0.582648407417944
27,openai-community/gpt2,10,final_word,0.41535627277475096,0.4509018740258239,,,,
28,openai-community/gpt2,10,final_word,0.41535627277475096,0.4509018740258239,-0.04061809835850344,0.49330535177082646,,
29,openai-community/gpt2,10,final_word,0.41535627277475096,0.4509018740258239,-0.04061809835850344,0.49330535177082646,0.06846531968814576,0.5637486141889839
30,openai-community/gpt2,11,final_word,0.4655641738793911,0.40404207701673833,,,,
31,openai-community/gpt2,11,final_word,0.4655641738793911,0.40404207701673833,-0.0771329355255145,0.5106047169032846,,
32,openai-community/gpt2,11,final_word,0.4655641738793911,0.40404207701673833,-0.0771329355255145,0.5106047169032846,0.09128709291752768,0.5461989869391312
33,openai-community/gpt2,12,final_word,0.2099603137103136,0.5378196723809942,,,,
34,openai-community/gpt2,12,final_word,0.2099603137103136,0.5378196723809942,0.12156242607190888,0.48813741110784287,,
